"fid","within_quebec","geom"
"855612","True","MULTIPOLYGON(((-65.4010904756774 47.850428750131066,-65.85024811773717 48.024159135835944,-65.85024811773717 48.3698695606592,-65.4010904756774 48.54185038840175,-64.95193283361765 48.3698695606592,-64.95193283361765 48.024159135835944,-65.4010904756774 47.850428750131066)))"
"855613","True","MULTIPOLYGON(((-65.4010904756774 48.884065394003045,-65.85024811773717 49.0543004778452,-65.85024811773717 49.3930282153543,-65.4010904756774 49.56152188828269,-64.95193283361765 49.3930282153543,-64.95193283361765 49.0543004778452,-65.4010904756774 48.884065394003045)))"
"855614","True","MULTIPOLYGON(((-65.4010904756774 49.89677152835408,-65.85024811773717 50.06352862398913,-65.85024811773717 50.39531032037834,-65.4010904756774 50.56033615484632,-64.95193283361765 50.39531032037834,-64.95193283361765 50.06352862398913,-65.4010904756774 49.89677152835408)))"
"855615","True","MULTIPOLYGON(((-65.4010904756774 50.88866100833348,-65.85024811773717 51.05196136232246,-65.85024811773717 51.37684138502317,-65.4010904756774 51.538422486042094,-64.95193283361765 51.37684138502317,-64.95193283361765 51.05196136232246,-65.4010904756774 50.88866100833348)))"
"855616","True","MULTIPOLYGON(((-65.4010904756774 51.85987056614272,-65.85024811773717 52.01973907100145,-65.85024811773717 52.33776893795314,-65.4010904756774 52.49593191547987,-64.95193283361765 52.33776893795314,-64.95193283361765 52.01973907100145,-65.4010904756774 51.85987056614272)))"
"855617","True","MULTIPOLYGON(((-65.4010904756774 54.65109468086872,-65.85024811773717 54.80084929792614,-65.85024811773717 55.098701058943526,-65.4010904756774 55.24680027961811,-64.95193283361765 55.098701058943526,-64.95193283361765 54.80084929792614,-65.4010904756774 54.65109468086872)))"
"855618","True","MULTIPOLYGON(((-65.4010904756774 55.54135067495744,-65.85024811773717 55.68780399105903,-65.85024811773717 55.9790722914612,-65.4010904756774 56.123889478634865,-64.95193283361765 55.9790722914612,-64.95193283361765 55.68780399105903,-65.4010904756774 55.54135067495744)))"
"855619","True","MULTIPOLYGON(((-65.4010904756774 56.41189550781593,-65.85024811773717 56.55508661092018,-65.85024811773717 56.839850716659654,-65.4010904756774 56.98142603547739,-64.95193283361765 56.839850716659654,-64.95193283361765 56.55508661092018,-65.4010904756774 56.41189550781593)))"
"855620","True","MULTIPOLYGON(((-65.4010904756774 57.26296906137591,-65.85024811773717 57.40293913666191,-65.85024811773717 57.681282394574936,-65.4010904756774 57.81965799444261,-64.95193283361765 57.681282394574936,-64.95193283361765 57.40293913666191,-65.4010904756774 57.26296906137591)))"
"855621","True","MULTIPOLYGON(((-65.4010904756774 58.09482323759508,-65.85024811773717 58.23161534424471,-65.85024811773717 58.503624741029995,-65.4010904756774 58.63884453781967,-64.95193283361765 58.503624741029995,-64.95193283361765 58.23161534424471,-65.4010904756774 58.09482323759508)))"
"855622","True","MULTIPOLYGON(((-65.4010904756774 58.90772064628476,-65.85024811773717 59.04137950514466,-65.85024811773717 59.307145248161845,-65.4010904756774 59.43925471735169,-64.95193283361765 59.307145248161845,-64.95193283361765 59.04137950514466,-65.4010904756774 58.90772064628476)))"
"855623","True","MULTIPOLYGON(((-65.4010904756774 59.70193335847631,-65.85024811773717 59.83250515068524,-65.85024811773717 60.09212027069717,-65.4010904756774 60.22116625148502,-64.95193283361765 60.09212027069717,-64.95193283361765 59.83250515068524,-65.4010904756774 59.70193335847631)))"
"855624","True","MULTIPOLYGON(((-64.95193283361765 47.32573259083572,-65.4010904756774 47.50121581120846,-65.4010904756774 47.850428750131066,-64.95193283361765 48.024159135835944,-64.50277519155789 47.850428750131066,-64.50277519155789 47.50121581120846,-64.95193283361765 47.32573259083572)))"
"855625","True","MULTIPOLYGON(((-64.95193283361765 48.3698695606592,-65.4010904756774 48.54185038840175,-65.4010904756774 48.884065394003045,-64.95193283361765 49.0543004778452,-64.50277519155789 48.884065394003045,-64.50277519155789 48.54185038840175,-64.95193283361765 48.3698695606592)))"
"855626","True","MULTIPOLYGON(((-64.95193283361765 49.3930282153543,-65.4010904756774 49.56152188828269,-65.4010904756774 49.89677152835408,-64.95193283361765 50.06352862398913,-64.50277519155789 49.89677152835408,-64.50277519155789 49.56152188828269,-64.95193283361765 49.3930282153543)))"
"855627","True","MULTIPOLYGON(((-64.95193283361765 50.39531032037834,-65.4010904756774 50.56033615484632,-65.4010904756774 50.88866100833348,-64.95193283361765 51.05196136232246,-64.50277519155789 50.88866100833348,-64.50277519155789 50.56033615484632,-64.95193283361765 50.39531032037834)))"
"855628","True","MULTIPOLYGON(((-64.95193283361765 51.37684138502317,-65.4010904756774 51.538422486042094,-65.4010904756774 51.85987056614272,-64.95193283361765 52.01973907100145,-64.50277519155789 51.85987056614272,-64.50277519155789 51.538422486042094,-64.95193283361765 51.37684138502317)))"
"855630","True","MULTIPOLYGON(((-64.95193283361765 55.098701058943526,-65.4010904756774 55.24680027961811,-65.4010904756774 55.54135067495744,-64.95193283361765 55.68780399105903,-64.50277519155789 55.54135067495744,-64.50277519155789 55.24680027961811,-64.95193283361765 55.098701058943526)))"
"855631","True","MULTIPOLYGON(((-64.95193283361765 55.9790722914612,-65.4010904756774 56.123889478634865,-65.4010904756774 56.41189550781593,-64.95193283361765 56.55508661092018,-64.50277519155789 56.41189550781593,-64.50277519155789 56.123889478634865,-64.95193283361765 55.9790722914612)))"
"855632","True","MULTIPOLYGON(((-64.95193283361765 56.839850716659654,-65.4010904756774 56.98142603547739,-65.4010904756774 57.26296906137591,-64.95193283361765 57.40293913666191,-64.50277519155789 57.26296906137591,-64.50277519155789 56.98142603547739,-64.95193283361765 56.839850716659654)))"
"855633","True","MULTIPOLYGON(((-64.95193283361765 57.681282394574936,-65.4010904756774 57.81965799444261,-65.4010904756774 58.09482323759508,-64.95193283361765 58.23161534424471,-64.50277519155789 58.09482323759508,-64.50277519155789 57.81965799444261,-64.95193283361765 57.681282394574936)))"
"855635","True","MULTIPOLYGON(((-64.95193283361765 59.307145248161845,-65.4010904756774 59.43925471735169,-65.4010904756774 59.70193335847631,-64.95193283361765 59.83250515068524,-64.50277519155789 59.70193335847631,-64.50277519155789 59.43925471735169,-64.95193283361765 59.307145248161845)))"
"855636","True","MULTIPOLYGON(((-64.95193283361765 60.09212027069717,-65.4010904756774 60.22116625148502,-65.4010904756774 60.47774172561073,-64.95193283361765 60.605273902188486,-64.50277519155789 60.47774172561073,-64.50277519155789 60.22116625148502,-64.95193283361765 60.09212027069717)))"
"855637","True","MULTIPOLYGON(((-64.50277519155789 47.850428750131066,-64.95193283361765 48.024159135835944,-64.95193283361765 48.3698695606592,-64.50277519155789 48.54185038840175,-64.05361754949813 48.3698695606592,-64.05361754949813 48.024159135835944,-64.50277519155789 47.850428750131066)))"
"855638","True","MULTIPOLYGON(((-64.50277519155789 48.884065394003045,-64.95193283361765 49.0543004778452,-64.95193283361765 49.3930282153543,-64.50277519155789 49.56152188828269,-64.05361754949813 49.3930282153543,-64.05361754949813 49.0543004778452,-64.50277519155789 48.884065394003045)))"
"855639","True","MULTIPOLYGON(((-64.50277519155789 49.89677152835408,-64.95193283361765 50.06352862398913,-64.95193283361765 50.39531032037834,-64.50277519155789 50.56033615484632,-64.05361754949813 50.39531032037834,-64.05361754949813 50.06352862398913,-64.50277519155789 49.89677152835408)))"
"855640","True","MULTIPOLYGON(((-64.50277519155789 50.88866100833348,-64.95193283361765 51.05196136232246,-64.95193283361765 51.37684138502317,-64.50277519155789 51.538422486042094,-64.05361754949813 51.37684138502317,-64.05361754949813 51.05196136232246,-64.50277519155789 50.88866100833348)))"
"855641","True","MULTIPOLYGON(((-64.50277519155789 51.85987056614272,-64.95193283361765 52.01973907100145,-64.95193283361765 52.33776893795314,-64.50277519155789 52.49593191547987,-64.05361754949813 52.33776893795314,-64.05361754949813 52.01973907100145,-64.50277519155789 51.85987056614272)))"
"855643","True","MULTIPOLYGON(((-64.50277519155789 55.54135067495744,-64.95193283361765 55.68780399105903,-64.95193283361765 55.9790722914612,-64.50277519155789 56.123889478634865,-64.05361754949813 55.9790722914612,-64.05361754949813 55.68780399105903,-64.50277519155789 55.54135067495744)))"
"855644","True","MULTIPOLYGON(((-64.50277519155789 56.41189550781593,-64.95193283361765 56.55508661092018,-64.95193283361765 56.839850716659654,-64.50277519155789 56.98142603547739,-64.05361754949813 56.839850716659654,-64.05361754949813 56.55508661092018,-64.50277519155789 56.41189550781593)))"
"855646","True","MULTIPOLYGON(((-64.50277519155789 58.09482323759508,-64.95193283361765 58.23161534424471,-64.95193283361765 58.503624741029995,-64.50277519155789 58.63884453781967,-64.05361754949813 58.503624741029995,-64.05361754949813 58.23161534424471,-64.50277519155789 58.09482323759508)))"
"855649","True","MULTIPOLYGON(((-64.05361754949813 48.3698695606592,-64.50277519155789 48.54185038840175,-64.50277519155789 48.884065394003045,-64.05361754949813 49.0543004778452,-63.60445990743837 48.884065394003045,-63.60445990743837 48.54185038840175,-64.05361754949813 48.3698695606592)))"
"855650","True","MULTIPOLYGON(((-64.05361754949813 49.3930282153543,-64.50277519155789 49.56152188828269,-64.50277519155789 49.89677152835408,-64.05361754949813 50.06352862398913,-63.60445990743837 49.89677152835408,-63.60445990743837 49.56152188828269,-64.05361754949813 49.3930282153543)))"
"855651","True","MULTIPOLYGON(((-64.05361754949813 50.39531032037834,-64.50277519155789 50.56033615484632,-64.50277519155789 50.88866100833348,-64.05361754949813 51.05196136232246,-63.60445990743837 50.88866100833348,-63.60445990743837 50.56033615484632,-64.05361754949813 50.39531032037834)))"
"855652","True","MULTIPOLYGON(((-64.05361754949813 51.37684138502317,-64.50277519155789 51.538422486042094,-64.50277519155789 51.85987056614272,-64.05361754949813 52.01973907100145,-63.60445990743837 51.85987056614272,-63.60445990743837 51.538422486042094,-64.05361754949813 51.37684138502317)))"
"855653","True","MULTIPOLYGON(((-64.05361754949813 52.33776893795314,-64.50277519155789 52.49593191547987,-64.50277519155789 52.81055810568268,-64.05361754949813 52.96702301969378,-63.60445990743837 52.81055810568268,-63.60445990743837 52.49593191547987,-64.05361754949813 52.33776893795314)))"
"855655","True","MULTIPOLYGON(((-64.05361754949813 55.098701058943526,-64.50277519155789 55.24680027961811,-64.50277519155789 55.54135067495744,-64.05361754949813 55.68780399105903,-63.60445990743837 55.54135067495744,-63.60445990743837 55.24680027961811,-64.05361754949813 55.098701058943526)))"
"855656","True","MULTIPOLYGON(((-64.05361754949813 55.9790722914612,-64.50277519155789 56.123889478634865,-64.50277519155789 56.41189550781593,-64.05361754949813 56.55508661092018,-63.60445990743837 56.41189550781593,-63.60445990743837 56.123889478634865,-64.05361754949813 55.9790722914612)))"
"855659","True","MULTIPOLYGON(((-64.05361754949813 58.503624741029995,-64.50277519155789 58.63884453781967,-64.50277519155789 58.90772064628476,-64.05361754949813 59.04137950514466,-63.60445990743837 58.90772064628476,-63.60445990743837 58.63884453781967,-64.05361754949813 58.503624741029995)))"
"855661","True","MULTIPOLYGON(((-63.60445990743837 48.884065394003045,-64.05361754949813 49.0543004778452,-64.05361754949813 49.3930282153543,-63.60445990743837 49.56152188828269,-63.1553022653786 49.3930282153543,-63.1553022653786 49.0543004778452,-63.60445990743837 48.884065394003045)))"
"855662","True","MULTIPOLYGON(((-63.60445990743837 49.89677152835408,-64.05361754949813 50.06352862398913,-64.05361754949813 50.39531032037834,-63.60445990743837 50.56033615484632,-63.1553022653786 50.39531032037834,-63.1553022653786 50.06352862398913,-63.60445990743837 49.89677152835408)))"
"855663","True","MULTIPOLYGON(((-63.60445990743837 50.88866100833348,-64.05361754949813 51.05196136232246,-64.05361754949813 51.37684138502317,-63.60445990743837 51.538422486042094,-63.1553022653786 51.37684138502317,-63.1553022653786 51.05196136232246,-63.60445990743837 50.88866100833348)))"
"855664","True","MULTIPOLYGON(((-63.60445990743837 51.85987056614272,-64.05361754949813 52.01973907100145,-64.05361754949813 52.33776893795314,-63.60445990743837 52.49593191547987,-63.1553022653786 52.33776893795314,-63.1553022653786 52.01973907100145,-63.60445990743837 51.85987056614272)))"
"855671","True","MULTIPOLYGON(((-63.1553022653786 49.3930282153543,-63.60445990743837 49.56152188828269,-63.60445990743837 49.89677152835408,-63.1553022653786 50.06352862398913,-62.70614462331885 49.89677152835408,-62.70614462331885 49.56152188828269,-63.1553022653786 49.3930282153543)))"
"855672","True","MULTIPOLYGON(((-63.1553022653786 50.39531032037834,-63.60445990743837 50.56033615484632,-63.60445990743837 50.88866100833348,-63.1553022653786 51.05196136232246,-62.70614462331885 50.88866100833348,-62.70614462331885 50.56033615484632,-63.1553022653786 50.39531032037834)))"
"855673","True","MULTIPOLYGON(((-63.1553022653786 51.37684138502317,-63.60445990743837 51.538422486042094,-63.60445990743837 51.85987056614272,-63.1553022653786 52.01973907100145,-62.70614462331885 51.85987056614272,-62.70614462331885 51.538422486042094,-63.1553022653786 51.37684138502317)))"
"855677","True","MULTIPOLYGON(((-62.70614462331885 48.884065394003045,-63.1553022653786 49.0543004778452,-63.1553022653786 49.3930282153543,-62.70614462331885 49.56152188828269,-62.25698698125908 49.3930282153543,-62.25698698125908 49.0543004778452,-62.70614462331885 48.884065394003045)))"
"855678","True","MULTIPOLYGON(((-62.70614462331885 49.89677152835408,-63.1553022653786 50.06352862398913,-63.1553022653786 50.39531032037834,-62.70614462331885 50.56033615484632,-62.25698698125908 50.39531032037834,-62.25698698125908 50.06352862398913,-62.70614462331885 49.89677152835408)))"
"855679","True","MULTIPOLYGON(((-62.70614462331885 50.88866100833348,-63.1553022653786 51.05196136232246,-63.1553022653786 51.37684138502317,-62.70614462331885 51.538422486042094,-62.25698698125908 51.37684138502317,-62.25698698125908 51.05196136232246,-62.70614462331885 50.88866100833348)))"
"855680","True","MULTIPOLYGON(((-62.70614462331885 51.85987056614272,-63.1553022653786 52.01973907100145,-63.1553022653786 52.33776893795314,-62.70614462331885 52.49593191547987,-62.25698698125908 52.33776893795314,-62.25698698125908 52.01973907100145,-62.70614462331885 51.85987056614272)))"
"855681","True","MULTIPOLYGON(((-62.25698698125908 48.3698695606592,-62.70614462331885 48.54185038840175,-62.70614462331885 48.884065394003045,-62.25698698125908 49.0543004778452,-61.80782933919932 48.884065394003045,-61.80782933919932 48.54185038840175,-62.25698698125908 48.3698695606592)))"
"855682","True","MULTIPOLYGON(((-62.25698698125908 49.3930282153543,-62.70614462331885 49.56152188828269,-62.70614462331885 49.89677152835408,-62.25698698125908 50.06352862398913,-61.80782933919932 49.89677152835408,-61.80782933919932 49.56152188828269,-62.25698698125908 49.3930282153543)))"
"855683","True","MULTIPOLYGON(((-62.25698698125908 50.39531032037834,-62.70614462331885 50.56033615484632,-62.70614462331885 50.88866100833348,-62.25698698125908 51.05196136232246,-61.80782933919932 50.88866100833348,-61.80782933919932 50.56033615484632,-62.25698698125908 50.39531032037834)))"
"855684","True","MULTIPOLYGON(((-62.25698698125908 51.37684138502317,-62.70614462331885 51.538422486042094,-62.70614462331885 51.85987056614272,-62.25698698125908 52.01973907100145,-61.80782933919932 51.85987056614272,-61.80782933919932 51.538422486042094,-62.25698698125908 51.37684138502317)))"
"855685","True","MULTIPOLYGON(((-61.80782933919932 46.795772360332826,-62.25698698125908 46.97301113617428,-62.25698698125908 47.32573259083572,-61.80782933919932 47.50121581120846,-61.358671697139556 47.32573259083572,-61.358671697139556 46.97301113617428,-61.80782933919932 46.795772360332826)))"
"855686","True","MULTIPOLYGON(((-61.80782933919932 48.884065394003045,-62.25698698125908 49.0543004778452,-62.25698698125908 49.3930282153543,-61.80782933919932 49.56152188828269,-61.358671697139556 49.3930282153543,-61.358671697139556 49.0543004778452,-61.80782933919932 48.884065394003045)))"
"855687","True","MULTIPOLYGON(((-61.80782933919932 49.89677152835408,-62.25698698125908 50.06352862398913,-62.25698698125908 50.39531032037834,-61.80782933919932 50.56033615484632,-61.358671697139556 50.39531032037834,-61.358671697139556 50.06352862398913,-61.80782933919932 49.89677152835408)))"
"855688","True","MULTIPOLYGON(((-61.80782933919932 50.88866100833348,-62.25698698125908 51.05196136232246,-62.25698698125908 51.37684138502317,-61.80782933919932 51.538422486042094,-61.358671697139556 51.37684138502317,-61.358671697139556 51.05196136232246,-61.80782933919932 50.88866100833348)))"
"855689","True","MULTIPOLYGON(((-61.80782933919932 51.85987056614272,-62.25698698125908 52.01973907100145,-62.25698698125908 52.33776893795314,-61.80782933919932 52.49593191547987,-61.358671697139556 52.33776893795314,-61.358671697139556 52.01973907100145,-61.80782933919932 51.85987056614272)))"
"855690","True","MULTIPOLYGON(((-61.358671697139556 47.32573259083572,-61.80782933919932 47.50121581120846,-61.80782933919932 47.850428750131066,-61.358671697139556 48.024159135835944,-60.90951405507979 47.850428750131066,-60.90951405507979 47.50121581120846,-61.358671697139556 47.32573259083572)))"
"855691","True","MULTIPOLYGON(((-61.358671697139556 49.3930282153543,-61.80782933919932 49.56152188828269,-61.80782933919932 49.89677152835408,-61.358671697139556 50.06352862398913,-60.90951405507979 49.89677152835408,-60.90951405507979 49.56152188828269,-61.358671697139556 49.3930282153543)))"
"855692","True","MULTIPOLYGON(((-61.358671697139556 50.39531032037834,-61.80782933919932 50.56033615484632,-61.80782933919932 50.88866100833348,-61.358671697139556 51.05196136232246,-60.90951405507979 50.88866100833348,-60.90951405507979 50.56033615484632,-61.358671697139556 50.39531032037834)))"
"855693","True","MULTIPOLYGON(((-61.358671697139556 51.37684138502317,-61.80782933919932 51.538422486042094,-61.80782933919932 51.85987056614272,-61.358671697139556 52.01973907100145,-60.90951405507979 51.85987056614272,-60.90951405507979 51.538422486042094,-61.358671697139556 51.37684138502317)))"
"855694","True","MULTIPOLYGON(((-60.90951405507979 48.884065394003045,-61.358671697139556 49.0543004778452,-61.358671697139556 49.3930282153543,-60.90951405507979 49.56152188828269,-60.46035641302004 49.3930282153543,-60.46035641302004 49.0543004778452,-60.90951405507979 48.884065394003045)))"
"855695","True","MULTIPOLYGON(((-60.90951405507979 49.89677152835408,-61.358671697139556 50.06352862398913,-61.358671697139556 50.39531032037834,-60.90951405507979 50.56033615484632,-60.46035641302004 50.39531032037834,-60.46035641302004 50.06352862398913,-60.90951405507979 49.89677152835408)))"
"855696","True","MULTIPOLYGON(((-60.90951405507979 50.88866100833348,-61.358671697139556 51.05196136232246,-61.358671697139556 51.37684138502317,-60.90951405507979 51.538422486042094,-60.46035641302004 51.37684138502317,-60.46035641302004 51.05196136232246,-60.90951405507979 50.88866100833348)))"
"855697","True","MULTIPOLYGON(((-60.90951405507979 51.85987056614272,-61.358671697139556 52.01973907100145,-61.358671697139556 52.33776893795314,-60.90951405507979 52.49593191547987,-60.46035641302004 52.33776893795314,-60.46035641302004 52.01973907100145,-60.90951405507979 51.85987056614272)))"
"855698","True","MULTIPOLYGON(((-60.46035641302004 49.3930282153543,-60.90951405507979 49.56152188828269,-60.90951405507979 49.89677152835408,-60.46035641302004 50.06352862398913,-60.01119877096027 49.89677152835408,-60.01119877096027 49.56152188828269,-60.46035641302004 49.3930282153543)))"
"855699","True","MULTIPOLYGON(((-60.46035641302004 50.39531032037834,-60.90951405507979 50.56033615484632,-60.90951405507979 50.88866100833348,-60.46035641302004 51.05196136232246,-60.01119877096027 50.88866100833348,-60.01119877096027 50.56033615484632,-60.46035641302004 50.39531032037834)))"
"855700","True","MULTIPOLYGON(((-60.46035641302004 51.37684138502317,-60.90951405507979 51.538422486042094,-60.90951405507979 51.85987056614272,-60.46035641302004 52.01973907100145,-60.01119877096027 51.85987056614272,-60.01119877096027 51.538422486042094,-60.46035641302004 51.37684138502317)))"
"855701","True","MULTIPOLYGON(((-60.01119877096027 49.89677152835408,-60.46035641302004 50.06352862398913,-60.46035641302004 50.39531032037834,-60.01119877096027 50.56033615484632,-59.56204112890052 50.39531032037834,-59.56204112890052 50.06352862398913,-60.01119877096027 49.89677152835408)))"
"855702","True","MULTIPOLYGON(((-60.01119877096027 50.88866100833348,-60.46035641302004 51.05196136232246,-60.46035641302004 51.37684138502317,-60.01119877096027 51.538422486042094,-59.56204112890052 51.37684138502317,-59.56204112890052 51.05196136232246,-60.01119877096027 50.88866100833348)))"
"855703","True","MULTIPOLYGON(((-60.01119877096027 51.85987056614272,-60.46035641302004 52.01973907100145,-60.46035641302004 52.33776893795314,-60.01119877096027 52.49593191547987,-59.56204112890052 52.33776893795314,-59.56204112890052 52.01973907100145,-60.01119877096027 51.85987056614272)))"
"855704","True","MULTIPOLYGON(((-59.56204112890052 50.39531032037834,-60.01119877096027 50.56033615484632,-60.01119877096027 50.88866100833348,-59.56204112890052 51.05196136232246,-59.11288348684075 50.88866100833348,-59.11288348684075 50.56033615484632,-59.56204112890052 50.39531032037834)))"
"855705","True","MULTIPOLYGON(((-59.56204112890052 51.37684138502317,-60.01119877096027 51.538422486042094,-60.01119877096027 51.85987056614272,-59.56204112890052 52.01973907100145,-59.11288348684075 51.85987056614272,-59.11288348684075 51.538422486042094,-59.56204112890052 51.37684138502317)))"
"855706","True","MULTIPOLYGON(((-59.11288348684075 49.89677152835408,-59.56204112890052 50.06352862398913,-59.56204112890052 50.39531032037834,-59.11288348684075 50.56033615484632,-58.663725844781 50.39531032037834,-58.663725844781 50.06352862398913,-59.11288348684075 49.89677152835408)))"
"855707","True","MULTIPOLYGON(((-59.11288348684075 50.88866100833348,-59.56204112890052 51.05196136232246,-59.56204112890052 51.37684138502317,-59.11288348684075 51.538422486042094,-58.663725844781 51.37684138502317,-58.663725844781 51.05196136232246,-59.11288348684075 50.88866100833348)))"
"855708","True","MULTIPOLYGON(((-59.11288348684075 51.85987056614272,-59.56204112890052 52.01973907100145,-59.56204112890052 52.33776893795314,-59.11288348684075 52.49593191547987,-58.663725844781 52.33776893795314,-58.663725844781 52.01973907100145,-59.11288348684075 51.85987056614272)))"
"855709","True","MULTIPOLYGON(((-58.663725844781 50.39531032037834,-59.11288348684075 50.56033615484632,-59.11288348684075 50.88866100833348,-58.663725844781 51.05196136232246,-58.21456820272123 50.88866100833348,-58.21456820272123 50.56033615484632,-58.663725844781 50.39531032037834)))"
"855710","True","MULTIPOLYGON(((-58.663725844781 51.37684138502317,-59.11288348684075 51.538422486042094,-59.11288348684075 51.85987056614272,-58.663725844781 52.01973907100145,-58.21456820272123 51.85987056614272,-58.21456820272123 51.538422486042094,-58.663725844781 51.37684138502317)))"
"855711","True","MULTIPOLYGON(((-58.21456820272123 50.88866100833348,-58.663725844781 51.05196136232246,-58.663725844781 51.37684138502317,-58.21456820272123 51.538422486042094,-57.76541056066147 51.37684138502317,-57.76541056066147 51.05196136232246,-58.21456820272123 50.88866100833348)))"
"855712","True","MULTIPOLYGON(((-58.21456820272123 51.85987056614272,-58.663725844781 52.01973907100145,-58.663725844781 52.33776893795314,-58.21456820272123 52.49593191547987,-57.76541056066147 52.33776893795314,-57.76541056066147 52.01973907100145,-58.21456820272123 51.85987056614272)))"
"855713","True","MULTIPOLYGON(((-57.76541056066147 51.37684138502317,-58.21456820272123 51.538422486042094,-58.21456820272123 51.85987056614272,-57.76541056066147 52.01973907100145,-57.316252918601705 51.85987056614272,-57.316252918601705 51.538422486042094,-57.76541056066147 51.37684138502317)))"
"855714","True","MULTIPOLYGON(((-57.316252918601705 50.88866100833348,-57.76541056066147 51.05196136232246,-57.76541056066147 51.37684138502317,-57.316252918601705 51.538422486042094,-56.86709527654195 51.37684138502317,-56.86709527654195 51.05196136232246,-57.316252918601705 50.88866100833348)))"
"855715","True","MULTIPOLYGON(((-57.316252918601705 51.85987056614272,-57.76541056066147 52.01973907100145,-57.76541056066147 52.33776893795314,-57.316252918601705 52.49593191547987,-56.86709527654195 52.33776893795314,-56.86709527654195 52.01973907100145,-57.316252918601705 51.85987056614272)))"
"855716","True","MULTIPOLYGON(((-56.86709527654195 51.37684138502317,-57.316252918601705 51.538422486042094,-57.316252918601705 51.85987056614272,-56.86709527654195 52.01973907100145,-56.41793763448219 51.85987056614272,-56.41793763448219 51.538422486042094,-56.86709527654195 51.37684138502317)))"
"NULL","True","MULTIPOLYGON(((-74.83340095893237 58.503624741029995,-75.28255860099215 58.63884453781967,-75.28255860099215 58.90772064628476,-74.83340095893237 59.04137950514466,-74.38424331687263 58.90772064628476,-74.38424331687263 58.63884453781967,-74.83340095893237 58.503624741029995)))"
"NULL","True","MULTIPOLYGON(((-73.93508567481285 60.09212027069717,-74.38424331687263 60.22116625148502,-74.38424331687263 60.47774172561073,-73.93508567481285 60.605273902188486,-73.4859280327531 60.47774172561073,-73.4859280327531 60.22116625148502,-73.93508567481285 60.09212027069717)))"
"NULL","True","MULTIPOLYGON(((-64.95193283361765 58.503624741029995,-65.4010904756774 58.63884453781967,-65.4010904756774 58.90772064628476,-64.95193283361765 59.04137950514466,-64.50277519155789 58.90772064628476,-64.50277519155789 58.63884453781967,-64.95193283361765 58.503624741029995)))"
"NULL","True","MULTIPOLYGON(((-74.38424331687263 60.47774172561073,-74.83340095893237 60.605273902188486,-74.83340095893237 60.85883387799965,-74.38424331687263 60.98486438834694,-73.93508567481285 60.85883387799965,-73.93508567481285 60.605273902188486,-74.38424331687263 60.47774172561073)))"
"NULL","True","MULTIPOLYGON(((-77.9775044533507 61.23543326433037,-78.42666209541048 61.359974366647215,-78.42666209541048 61.607576771439966,-77.9775044533507 61.73064083392938,-77.52834681129094 61.607576771439966,-77.52834681129094 61.359974366647215,-77.9775044533507 61.23543326433037)))"
"NULL","True","MULTIPOLYGON(((-63.60445990743837 58.09482323759508,-64.05361754949813 58.23161534424471,-64.05361754949813 58.503624741029995,-63.60445990743837 58.63884453781967,-63.1553022653786 58.503624741029995,-63.1553022653786 58.23161534424471,-63.60445990743837 58.09482323759508)))"
"NULL","True","MULTIPOLYGON(((-74.38424331687263 61.23543326433037,-74.83340095893237 61.359974366647215,-74.83340095893237 61.607576771439966,-74.38424331687263 61.73064083392938,-73.93508567481285 61.607576771439966,-73.93508567481285 61.359974366647215,-74.38424331687263 61.23543326433037)))"
"NULL","True","MULTIPOLYGON(((-72.58761274863357 56.41189550781593,-73.03677039069333 56.55508661092018,-73.03677039069333 56.839850716659654,-72.58761274863357 56.98142603547739,-72.13845510657382 56.839850716659654,-72.13845510657382 56.55508661092018,-72.58761274863357 56.41189550781593)))"
"NULL","True","MULTIPOLYGON(((-74.83340095893237 59.307145248161845,-75.28255860099215 59.43925471735169,-75.28255860099215 59.70193335847631,-74.83340095893237 59.83250515068524,-74.38424331687263 59.70193335847631,-74.38424331687263 59.43925471735169,-74.83340095893237 59.307145248161845)))"
"NULL","True","MULTIPOLYGON(((-64.50277519155789 54.65109468086872,-64.95193283361765 54.80084929792614,-64.95193283361765 55.098701058943526,-64.50277519155789 55.24680027961811,-64.05361754949813 55.098701058943526,-64.05361754949813 54.80084929792614,-64.50277519155789 54.65109468086872)))"
"NULL","True","MULTIPOLYGON(((-66.74856340185669 53.27826084269948,-67.19772104391645 53.43303553523545,-67.19772104391645 53.74090104049521,-66.74856340185669 53.89399371533502,-66.29940575979693 53.74090104049521,-66.29940575979693 53.43303553523545,-66.74856340185669 53.27826084269948)))"
"NULL","True","MULTIPOLYGON(((-75.28255860099215 56.41189550781593,-75.73171624305189 56.55508661092018,-75.73171624305189 56.839850716659654,-75.28255860099215 56.98142603547739,-74.83340095893237 56.839850716659654,-74.83340095893237 56.55508661092018,-75.28255860099215 56.41189550781593)))"
"NULL","True","MULTIPOLYGON(((-63.60445990743837 57.26296906137591,-64.05361754949813 57.40293913666191,-64.05361754949813 57.681282394574936,-63.60445990743837 57.81965799444261,-63.1553022653786 57.681282394574936,-63.1553022653786 57.40293913666191,-63.60445990743837 57.26296906137591)))"
